transaction_amount,transaction_hour,customer_age,customer_tenure_months,merchant_risk_level,transaction_velocity,transaction_type,device_type,location_type,payment_method,is_fraud
149.81,5,58,36,Low,3,E-commerce,Mobile,Domestic,UPI,0
13179.83,18,68,77,Medium,0,POS,Mobile,Domestic,Wallet,0
148.79,17,37,56,Low,1,In-App,Mobile,Domestic,Card,0
2968.9,14,20,103,High,2,In-App,Mobile,Domestic,UPI,1
10288.25,2,40,4,Low,1,POS,Desktop,Domestic,Card,1
683.4,16,19,92,Low,7,E-commerce,Mobile,International,Card,1
383.6,0,33,40,High,5,In-App,Mobile,Domestic,Wallet,1
323.52,1,27,43,Low,1,E-commerce,Mobile,Domestic,Wallet,0
903.41,18,45,115,Low,2,POS,Mobile,Domestic,Wallet,0
266.31,8,61,58,Medium,3,E-commerce,Mobile,International,Wallet,1
2945.45,7,35,62,Low,5,E-commerce,Desktop,Domestic,Card,1
160.79,11,19,7,Low,4,E-commerce,Mobile,Domestic,Card,0
1780.43,14,31,9,Low,6,In-App,Mobile,Domestic,Card,0
14282.2,22,61,22,Low,3,E-commerce,Desktop,International,Card,1
4204.62,6,37,4,Low,0,E-commerce,Mobile,Domestic,UPI,0
2387.71,20,57,36,High,2,E-commerce,Mobile,Domestic,Card,0
914.12,15,40,97,Low,4,E-commerce,Desktop,Domestic,UPI,0
2444.72,6,24,70,Low,4,POS,Tablet,Domestic,Wallet,0
1871.87,19,62,67,Low,0,In-App,Mobile,Domestic,Card,0
1388.18,20,64,35,Low,6,E-commerce,Desktop,Domestic,Card,0
350.2,11,31,33,Low,3,E-commerce,Mobile,Domestic,Card,0
5442.18,16,54,7,Low,7,E-commerce,Mobile,Domestic,Card,1
1493.61,10,25,105,Medium,2,POS,Desktop,Domestic,UPI,0
541.11,3,67,99,Low,4,In-App,Mobile,Domestic,UPI,1
1146.21,18,22,55,Low,5,E-commerce,Mobile,Domestic,UPI,0
1336.64,1,40,47,Medium,7,E-commerce,Tablet,Domestic,Card,0
4393.94,1,58,62,Low,2,E-commerce,Mobile,Domestic,UPI,0
3307.03,23,27,67,Low,4,POS,Mobile,Domestic,Card,0
3666.65,16,66,64,High,2,E-commerce,Mobile,Domestic,UPI,1
27.73,23,44,43,Low,4,E-commerce,Desktop,International,UPI,0
1345.3,8,52,18,Low,2,In-App,Tablet,Domestic,Card,0
1641.29,21,18,3,Medium,2,POS,Desktop,Domestic,Card,0
48.45,0,24,59,Medium,4,E-commerce,Mobile,Domestic,UPI,0
752.13,9,64,116,Medium,2,E-commerce,Mobile,International,Wallet,0
3570.81,22,68,62,Low,4,E-commerce,Mobile,International,Card,1
368.67,14,25,39,Low,3,E-commerce,Mobile,Domestic,Card,0
1915.96,20,28,91,Medium,3,E-commerce,Mobile,Domestic,Wallet,1
605.82,14,51,64,Medium,2,In-App,Tablet,Domestic,Card,0
30.49,22,69,73,Low,3,In-App,Mobile,Domestic,UPI,0
690.05,20,45,81,Medium,6,In-App,Mobile,Domestic,UPI,0
9311.14,1,51,60,Low,1,E-commerce,Mobile,Domestic,UPI,0
4042.88,13,60,105,Low,3,POS,Mobile,Domestic,Card,1
8020.87,3,37,42,High,2,POS,Mobile,Domestic,UPI,1
1672.86,17,45,109,High,2,POS,Tablet,Domestic,Card,1
290.59,8,66,5,Medium,1,E-commerce,Mobile,Domestic,Card,0
1984.96,1,59,46,Low,3,E-commerce,Mobile,Domestic,Wallet,1
1514.57,1,54,4,Low,4,In-App,Tablet,International,Card,1
4650.48,17,20,14,Low,3,In-App,Tablet,Domestic,Wallet,0
258.08,16,26,93,Medium,6,POS,Mobile,Domestic,Card,0
1674.75,8,69,11,Low,2,E-commerce,Desktop,Domestic,Card,0
406.44,7,39,60,Medium,2,E-commerce,Mobile,Domestic,Wallet,0
981.41,1,42,22,Medium,1,E-commerce,Mobile,Domestic,UPI,0
3342.4,1,19,106,Medium,2,POS,Mobile,Domestic,UPI,1
1615.75,4,40,5,High,4,E-commerce,Mobile,Domestic,UPI,1
1178.56,11,68,53,High,1,In-App,Desktop,Domestic,Card,0
1254.15,15,34,12,Medium,1,POS,Mobile,Domestic,Card,0
1537.91,13,42,21,Low,2,In-App,Desktop,Domestic,Card,0
3842.99,19,29,79,High,2,In-App,Mobile,International,Wallet,1
5566.02,1,44,24,Low,5,E-commerce,Mobile,International,Wallet,0
7771.4,23,37,13,Low,0,E-commerce,Mobile,Domestic,UPI,0
3865.02,7,26,96,Medium,4,POS,Mobile,International,UPI,1
947.33,3,40,26,Low,4,In-App,Desktop,Domestic,Wallet,1
2912.96,19,53,40,Medium,7,E-commerce,Mobile,International,Card,0
1438.87,8,45,26,Low,5,POS,Mobile,Domestic,Wallet,0
734.82,19,67,100,Medium,2,E-commerce,Mobile,Domestic,Wallet,0
4595.11,18,65,45,High,0,E-commerce,Mobile,Domestic,Wallet,0
97.96,1,46,30,Medium,1,In-App,Desktop,Domestic,Wallet,1
5800.91,15,59,64,Low,4,POS,Desktop,Domestic,UPI,0
1547.31,10,49,111,Low,1,E-commerce,Tablet,Domestic,UPI,0
2534.77,7,29,73,High,4,E-commerce,Mobile,International,UPI,1
2692.28,11,47,88,Low,1,E-commerce,Desktop,Domestic,Wallet,0
5637.29,2,28,38,Low,1,POS,Desktop,Domestic,UPI,0
2531.11,12,54,18,Medium,4,In-App,Mobile,Domestic,Card,0
2379.36,1,37,9,Low,0,POS,Mobile,Domestic,Card,0
172.44,12,28,86,Low,6,E-commerce,Mobile,Domestic,Card,0
1826.65,7,65,56,Medium,1,POS,Mobile,Domestic,UPI,0
406.79,14,64,38,Low,1,POS,Mobile,Domestic,Wallet,0
3343.13,23,55,21,Low,3,E-commerce,Mobile,Domestic,Card,0
1794.74,20,62,71,Medium,0,E-commerce,Desktop,Domestic,Card,0
2850.37,8,33,12,High,3,E-commerce,Mobile,Domestic,Card,0
106.42,10,52,36,Medium,4,POS,Mobile,Domestic,UPI,1
221.51,21,67,11,Low,1,POS,Mobile,Domestic,Wallet,0
3149.8,20,18,67,Medium,4,E-commerce,Mobile,Domestic,Wallet,1
187.04,2,42,27,Medium,5,E-commerce,Mobile,Domestic,Card,1
184.81,6,66,63,Medium,6,In-App,Mobile,Domestic,UPI,0
30.46,13,44,71,Low,3,POS,Mobile,Domestic,UPI,0
7837.57,14,69,66,Low,2,E-commerce,Mobile,Domestic,UPI,0
3343.84,8,49,74,Medium,6,POS,Mobile,International,UPI,1
1089.49,19,23,67,Low,5,In-App,Mobile,Domestic,Card,0
879.34,10,58,81,Low,3,E-commerce,Mobile,Domestic,Card,1
1075.82,6,53,107,Low,8,POS,Mobile,Domestic,UPI,0
3725.29,11,56,65,Low,5,E-commerce,Desktop,Domestic,Wallet,1
2707.12,18,40,34,Low,6,POS,Desktop,Domestic,Card,0
512.02,17,46,77,High,3,POS,Desktop,Domestic,UPI,0
478.23,12,47,78,Medium,3,POS,Mobile,Domestic,Wallet,0
258.95,10,39,81,Low,5,E-commerce,Desktop,Domestic,Wallet,0
2699.25,0,28,34,High,5,E-commerce,Mobile,International,UPI,1
3613.76,5,43,64,Low,0,E-commerce,Mobile,Domestic,UPI,1
769.87,20,40,17,Low,3,E-commerce,Mobile,International,Card,0
52.92,1,20,51,Low,2,POS,Mobile,International,Card,1
214.36,12,65,105,Low,2,E-commerce,Desktop,Domestic,Card,1
8594.14,12,23,56,Low,2,E-commerce,Mobile,Domestic,Card,0
875.47,18,24,89,Medium,3,POS,Desktop,International,Wallet,0
3665.76,8,61,108,Medium,4,E-commerce,Desktop,International,Card,0
2449.83,18,56,94,Low,3,E-commerce,Mobile,Domestic,Card,0
1202.92,22,68,48,Low,5,E-commerce,Mobile,Domestic,Card,0
575.7,0,39,100,Low,4,E-commerce,Desktop,International,Wallet,1
323.53,22,65,62,High,5,E-commerce,Tablet,Domestic,Card,0
2386.36,7,67,56,Low,4,POS,Tablet,Domestic,Card,0
3725.07,22,59,11,Medium,3,In-App,Desktop,Domestic,UPI,1
2581.39,13,50,85,Low,3,E-commerce,Mobile,Domestic,Card,0
1889.16,23,57,20,Low,3,E-commerce,Mobile,Domestic,UPI,0
107.14,15,20,93,High,7,POS,Mobile,Domestic,UPI,1
8643.53,3,47,68,Low,4,E-commerce,Mobile,Domestic,Wallet,1
4007.57,17,65,34,Medium,4,POS,Mobile,Domestic,Card,0
866.18,13,41,42,Medium,2,E-commerce,Desktop,Domestic,UPI,0
9776.35,8,20,41,Medium,4,E-commerce,Mobile,Domestic,Wallet,1
2302.51,14,19,62,Medium,2,In-App,Mobile,Domestic,Card,0
2183.21,2,61,17,Medium,3,E-commerce,Desktop,Domestic,UPI,0
3446.54,3,57,12,Low,2,POS,Desktop,International,UPI,0
4175.22,22,36,68,High,4,POS,Mobile,International,Wallet,1
2671.26,17,41,41,High,1,E-commerce,Mobile,Domestic,Card,0
342.69,13,67,14,Low,4,POS,Mobile,Domestic,UPI,0
1032.23,14,37,4,Low,6,POS,Mobile,Domestic,UPI,0
6580.63,7,64,98,Low,6,E-commerce,Mobile,Domestic,Card,1
635.99,9,66,82,Low,6,E-commerce,Desktop,Domestic,Card,0
1163.7,23,67,77,Low,3,E-commerce,Mobile,Domestic,Card,0
1414.42,11,48,74,Low,3,E-commerce,Desktop,Domestic,Card,0
1446.89,20,67,14,Medium,4,E-commerce,Desktop,Domestic,Wallet,1
2372.94,8,58,9,Low,2,In-App,Mobile,Domestic,Wallet,0
7165.09,7,48,43,High,3,POS,Desktop,International,UPI,1
688.37,16,54,20,Medium,1,In-App,Tablet,Domestic,Card,0
323.85,8,60,1,Low,3,E-commerce,Mobile,International,Card,0
549.97,12,46,108,Low,3,POS,Mobile,Domestic,Card,0
5449.26,13,21,93,Low,1,E-commerce,Mobile,Domestic,Card,1
2594.81,4,27,81,High,3,In-App,Tablet,Domestic,Wallet,0
841.85,8,53,113,Medium,1,E-commerce,Mobile,Domestic,Card,0
4231.33,15,52,72,Medium,4,In-App,Mobile,Domestic,Card,1
4939.87,18,65,17,Medium,4,In-App,Desktop,Domestic,UPI,0
4685.37,23,38,85,Low,2,In-App,Mobile,International,Card,0
6281.0,22,60,89,Low,5,In-App,Mobile,Domestic,UPI,0
726.69,6,58,20,Low,2,POS,Mobile,Domestic,Card,0
3516.67,11,18,59,Low,4,E-commerce,Desktop,Domestic,UPI,0
1542.96,1,59,89,Low,4,E-commerce,Mobile,International,Card,1
4612.88,17,29,85,Medium,4,E-commerce,Mobile,Domestic,Card,0
3259.4,17,41,13,Low,3,E-commerce,Tablet,Domestic,Card,1
3745.27,15,19,77,Low,3,E-commerce,Mobile,Domestic,Card,1
2668.96,10,64,47,Medium,0,E-commerce,Desktop,International,UPI,0
488.3,1,37,50,Medium,3,POS,Mobile,Domestic,Wallet,0
1968.79,13,33,94,Low,3,In-App,Desktop,International,UPI,0
10444.82,3,51,77,High,3,E-commerce,Mobile,Domestic,Card,1
6927.0,6,30,40,Low,2,E-commerce,Mobile,Domestic,UPI,0
110.33,1,35,7,Medium,1,E-commerce,Mobile,Domestic,UPI,1
450.25,20,46,55,High,1,E-commerce,Mobile,Domestic,Wallet,1
353.13,13,68,51,Low,2,E-commerce,Mobile,Domestic,Wallet,1
3236.38,6,60,106,High,3,POS,Desktop,Domestic,Card,1
4256.42,8,31,76,Medium,0,E-commerce,Mobile,Domestic,Card,0
600.44,7,47,2,Low,3,E-commerce,Tablet,Domestic,UPI,1
1762.3,8,52,14,Medium,5,In-App,Mobile,Domestic,Wallet,0
4592.46,6,26,106,High,1,POS,Mobile,Domestic,Wallet,0
3299.41,18,54,17,Medium,5,E-commerce,Desktop,Domestic,UPI,0
1953.51,16,63,77,Medium,2,In-App,Mobile,Domestic,Wallet,1
2231.12,22,56,1,Low,1,In-App,Desktop,Domestic,Card,0
1775.02,12,29,119,Low,6,E-commerce,Mobile,Domestic,Wallet,0
882.95,10,38,111,Low,2,In-App,Mobile,Domestic,Card,0
2081.15,21,35,1,Low,2,E-commerce,Mobile,Domestic,Card,0
2918.98,17,28,111,High,1,POS,Mobile,Domestic,Card,0
5165.29,16,44,26,Low,5,E-commerce,Mobile,International,Wallet,0
2528.51,15,41,116,Low,3,In-App,Mobile,Domestic,Card,1
3579.5,9,58,111,Low,3,E-commerce,Tablet,Domestic,Card,0
436.1,3,60,46,Low,5,E-commerce,Mobile,Domestic,Card,0
1547.69,3,67,13,Low,1,E-commerce,Desktop,Domestic,Card,0
23.44,21,51,34,Low,1,E-commerce,Desktop,International,Card,0
708.16,10,37,62,Low,3,E-commerce,Desktop,Domestic,UPI,0
3240.78,20,30,104,High,5,E-commerce,Desktop,Domestic,Card,0
12012.09,7,64,73,Low,4,E-commerce,Desktop,Domestic,UPI,1
261.12,8,25,51,High,0,E-commerce,Mobile,Domestic,Card,1
1283.3,15,54,83,Low,6,In-App,Mobile,Domestic,Card,0
4024.48,9,22,87,Low,2,E-commerce,Desktop,Domestic,Wallet,1
570.5,22,24,41,Low,3,E-commerce,Mobile,Domestic,Card,0
2024.68,8,61,55,High,3,In-App,Mobile,Domestic,Card,0
3301.93,2,69,28,Medium,4,E-commerce,Tablet,Domestic,UPI,0
2392.69,1,29,94,Low,2,In-App,Mobile,Domestic,UPI,0
520.71,8,58,61,Medium,3,E-commerce,Mobile,Domestic,UPI,1
1097.75,12,21,7,Low,3,E-commerce,Mobile,Domestic,Card,0
3828.78,5,57,78,Medium,2,E-commerce,Mobile,Domestic,Card,1
2019.86,3,36,2,High,5,POS,Desktop,Domestic,Card,1
13.11,13,18,76,Low,3,E-commerce,Mobile,International,Card,1
3578.13,10,60,107,Medium,7,POS,Desktop,Domestic,UPI,0
89.87,1,30,113,Low,6,In-App,Mobile,Domestic,Card,0
3423.43,2,67,2,High,4,POS,Desktop,Domestic,UPI,1
565.62,4,69,28,Low,2,In-App,Mobile,Domestic,Card,1
7929.59,6,59,54,Low,0,E-commerce,Desktop,Domestic,Card,1
1146.93,10,62,92,Low,2,E-commerce,Desktop,Domestic,Card,0
989.77,11,42,76,Low,3,E-commerce,Desktop,Domestic,UPI,0
403.03,10,61,94,Medium,2,E-commerce,Desktop,Domestic,Card,1
911.78,18,62,58,Low,0,E-commerce,Mobile,International,Card,0
5231.84,12,51,47,Medium,0,POS,Tablet,Domestic,UPI,0
14021.87,3,52,61,High,1,E-commerce,Mobile,Domestic,Card,1
1148.39,13,34,104,Low,0,POS,Desktop,Domestic,Card,0
1488.29,11,43,40,Low,3,E-commerce,Desktop,Domestic,Card,0
3200.97,1,38,86,High,4,POS,Desktop,Domestic,UPI,0
5433.19,7,68,18,Medium,2,POS,Desktop,Domestic,Wallet,1
2247.63,21,29,14,Low,4,E-commerce,Desktop,Domestic,Card,0
1242.0,18,33,25,Low,2,POS,Mobile,Domestic,UPI,1
1330.22,12,69,10,High,6,In-App,Desktop,Domestic,Wallet,1
2973.68,20,37,100,Low,7,In-App,Mobile,Domestic,Card,0
8.06,20,27,48,Medium,3,E-commerce,Mobile,International,Wallet,1
2416.26,0,40,48,Low,7,E-commerce,Desktop,Domestic,UPI,0
1098.17,4,64,61,Low,3,E-commerce,Mobile,Domestic,UPI,1
3952.09,21,47,53,High,2,In-App,Tablet,Domestic,Card,0
244.01,10,25,113,Low,1,E-commerce,Desktop,Domestic,Wallet,0
2218.06,10,68,9,Low,4,POS,Mobile,Domestic,Card,0
1639.5,12,22,11,Low,2,POS,Mobile,Domestic,Wallet,1
2570.33,1,29,27,Medium,5,POS,Mobile,Domestic,Card,0
167.63,18,59,59,Low,3,POS,Mobile,Domestic,UPI,0
2168.65,15,31,58,Low,3,E-commerce,Desktop,Domestic,Card,1
2060.9,4,29,13,Low,6,POS,Desktop,Domestic,UPI,0
2056.2,13,41,65,Low,5,POS,Mobile,International,Card,0
2312.62,18,62,103,Low,1,E-commerce,Mobile,Domestic,Card,0
2821.14,4,34,11,High,2,E-commerce,Desktop,Domestic,Card,1
4086.75,20,18,57,Low,1,In-App,Desktop,International,UPI,0
786.16,23,59,67,Low,3,E-commerce,Tablet,Domestic,Card,1
4358.13,8,54,66,Low,3,POS,Desktop,Domestic,Card,0
1724.16,23,28,110,Low,2,In-App,Desktop,Domestic,Card,0
200.47,11,59,106,Low,2,E-commerce,Mobile,International,Card,1
150.84,15,23,24,Low,6,POS,Mobile,Domestic,Wallet,1
1017.06,18,32,84,Low,7,POS,Mobile,Domestic,Wallet,1
3841.6,14,58,49,Medium,2,In-App,Desktop,Domestic,Card,0
3074.77,16,57,40,High,3,POS,Mobile,Domestic,Card,1
3885.18,14,40,79,Low,5,E-commerce,Tablet,Domestic,UPI,1
1820.74,2,40,118,Medium,2,In-App,Mobile,Domestic,UPI,0
1450.43,16,55,70,Low,1,E-commerce,Desktop,Domestic,Card,0
398.82,12,55,84,Low,4,E-commerce,Mobile,Domestic,Wallet,1
994.46,8,66,86,Low,5,E-commerce,Desktop,Domestic,Card,0
1422.99,12,29,2,Low,5,POS,Mobile,Domestic,UPI,0
231.93,15,24,54,Low,4,E-commerce,Mobile,Domestic,Card,0
623.12,18,54,15,Medium,1,In-App,Desktop,Domestic,UPI,0
2279.66,13,33,48,Low,3,In-App,Mobile,Domestic,UPI,0
3326.33,7,55,98,Low,3,POS,Desktop,Domestic,Card,0
16013.68,21,57,54,Medium,4,E-commerce,Mobile,Domestic,UPI,0
6761.89,18,52,46,Low,1,In-App,Mobile,Domestic,UPI,1
2572.01,23,57,57,Low,1,E-commerce,Desktop,Domestic,Card,0
1367.2,2,46,55,Low,2,POS,Mobile,Domestic,Card,0
2527.72,22,56,60,Low,5,E-commerce,Mobile,International,Card,0
3850.38,20,34,95,Medium,1,E-commerce,Mobile,Domestic,Card,0
314.86,17,68,30,Low,3,POS,Desktop,Domestic,UPI,1
1318.68,15,43,28,Medium,8,In-App,Mobile,Domestic,Card,0
4578.37,13,37,52,Low,4,E-commerce,Mobile,Domestic,Card,0
1210.59,15,63,97,Low,3,In-App,Mobile,Domestic,Card,0
2120.83,23,42,41,Low,2,E-commerce,Desktop,Domestic,Card,0
2215.43,16,55,113,Low,2,POS,Desktop,Domestic,Card,0
509.81,19,56,21,Low,2,E-commerce,Mobile,Domestic,UPI,1
1124.47,10,54,110,Low,3,E-commerce,Mobile,Domestic,UPI,0
1018.08,12,36,87,Low,6,E-commerce,Mobile,Domestic,Card,0
66.36,10,38,42,Low,1,E-commerce,Desktop,International,Wallet,0
61.22,3,49,13,Medium,2,In-App,Desktop,Domestic,UPI,1
4454.97,13,45,45,Low,5,E-commerce,Mobile,International,Wallet,0
797.32,4,56,90,Medium,1,In-App,Mobile,International,Card,1
1824.94,3,58,54,Medium,3,E-commerce,Desktop,Domestic,UPI,0
887.14,0,29,19,Low,4,E-commerce,Mobile,Domestic,UPI,1
7061.99,13,64,27,Low,3,POS,Mobile,International,Card,1
750.39,6,32,40,Low,2,In-App,Desktop,Domestic,Card,0
1403.79,9,45,7,Low,3,POS,Mobile,Domestic,Card,1
5153.62,1,38,25,Low,4,E-commerce,Mobile,Domestic,UPI,0
4611.85,9,33,49,Low,3,POS,Mobile,Domestic,Card,0
514.8,2,40,104,Low,2,In-App,Mobile,Domestic,UPI,1
4056.86,20,69,36,Low,0,E-commerce,Mobile,Domestic,Card,0
1532.09,7,43,71,Low,4,E-commerce,Desktop,Domestic,Card,1
1649.13,9,32,119,Low,0,In-App,Mobile,International,Wallet,0
358.18,7,54,84,Low,2,E-commerce,Mobile,Domestic,UPI,1
210.09,13,29,24,Medium,3,E-commerce,Mobile,Domestic,Card,1
3254.33,17,21,61,Medium,4,E-commerce,Mobile,Domestic,Card,0
1715.24,8,52,92,Low,5,E-commerce,Mobile,Domestic,Card,0
1435.53,21,48,113,Medium,2,POS,Mobile,International,Card,1
3268.78,8,44,69,Low,1,POS,Tablet,International,UPI,0
3625.89,3,49,52,Low,0,In-App,Mobile,Domestic,UPI,1
432.64,2,50,36,Low,5,E-commerce,Tablet,International,Card,1
2355.47,13,30,95,Low,1,E-commerce,Mobile,International,Wallet,1
363.59,13,54,51,Medium,3,E-commerce,Mobile,Domestic,UPI,0
3479.52,20,61,33,High,4,E-commerce,Mobile,Domestic,UPI,1
2674.74,15,19,53,Medium,2,POS,Desktop,Domestic,UPI,0
7844.08,4,55,88,Low,0,POS,Desktop,Domestic,UPI,0
178.63,19,54,74,Low,3,E-commerce,Mobile,Domestic,UPI,0
146.87,22,67,38,Low,1,In-App,Desktop,Domestic,Card,0
828.87,23,22,44,Medium,3,E-commerce,Mobile,International,Wallet,0
758.53,14,35,113,Low,2,E-commerce,Mobile,Domestic,Card,0
709.15,20,65,5,Medium,4,POS,Desktop,Domestic,Wallet,0
5917.93,8,34,118,Low,3,POS,Mobile,Domestic,Card,0
717.69,6,19,31,Medium,7,E-commerce,Mobile,Domestic,Card,0
793.46,12,66,9,Low,3,In-App,Mobile,International,Wallet,0
3561.53,22,59,32,Medium,3,POS,Mobile,Domestic,Wallet,1
1493.41,7,52,41,Low,8,In-App,Mobile,International,UPI,0
3748.22,11,31,5,Medium,2,In-App,Mobile,Domestic,Card,0
169.0,3,68,51,Medium,4,POS,Mobile,Domestic,Card,0
1671.48,15,29,54,High,6,POS,Desktop,Domestic,Wallet,0
85.48,5,50,91,Low,6,POS,Tablet,Domestic,Card,0
161.75,4,24,28,Medium,6,E-commerce,Mobile,International,UPI,0
5922.81,0,56,43,High,2,POS,Mobile,Domestic,UPI,1
374.86,13,62,12,Low,5,E-commerce,Mobile,Domestic,Card,0
1900.47,8,26,69,Low,6,E-commerce,Mobile,Domestic,Card,1
1323.73,17,22,72,High,5,E-commerce,Desktop,Domestic,Card,0
1066.76,5,21,17,Low,3,POS,Tablet,Domestic,Card,0
5752.3,14,49,8,Low,3,In-App,Desktop,Domestic,UPI,0
55.16,15,22,98,Low,5,In-App,Mobile,Domestic,UPI,0
2725.05,7,69,87,Low,3,E-commerce,Desktop,International,Card,0
8268.89,18,61,18,Low,1,E-commerce,Desktop,Domestic,UPI,0
2053.41,4,25,115,Low,3,E-commerce,Desktop,Domestic,Card,0
6904.52,13,30,117,Medium,1,POS,Desktop,Domestic,Wallet,0
134.18,6,21,10,High,2,E-commerce,Mobile,International,Card,1
1356.62,3,69,39,Medium,2,E-commerce,Mobile,International,Card,1
753.3,20,28,41,Medium,2,POS,Desktop,Domestic,UPI,0
3280.95,0,32,108,Low,3,E-commerce,Mobile,Domestic,UPI,0
9947.69,3,63,44,Low,2,E-commerce,Mobile,Domestic,Wallet,0
741.07,13,35,69,Low,2,E-commerce,Mobile,Domestic,UPI,0
2654.55,22,37,43,Medium,3,In-App,Mobile,Domestic,Wallet,0
551.92,15,18,81,Low,0,E-commerce,Desktop,International,UPI,1
2082.92,6,18,47,Low,1,E-commerce,Mobile,Domestic,Wallet,0
1558.74,9,28,75,Low,5,E-commerce,Desktop,Domestic,Card,0
8939.35,9,46,111,Low,6,In-App,Mobile,Domestic,Wallet,0
2344.6,3,46,48,Low,3,In-App,Desktop,Domestic,Card,0
1075.06,11,41,19,High,1,E-commerce,Desktop,Domestic,Card,1
302.87,5,37,21,Low,2,In-App,Mobile,Domestic,Card,1
409.97,12,47,108,Medium,2,In-App,Mobile,Domestic,Card,1
638.25,20,55,3,Low,8,POS,Mobile,Domestic,Card,0
722.43,0,22,104,Low,1,E-commerce,Tablet,Domestic,Wallet,1
4753.09,7,62,56,High,4,E-commerce,Tablet,International,Wallet,1
2059.41,22,27,43,Low,2,POS,Mobile,Domestic,UPI,1
1852.65,15,23,1,Low,1,POS,Mobile,Domestic,Card,0
304.77,4,21,88,Low,4,In-App,Mobile,International,UPI,1
4917.78,6,21,36,Low,5,E-commerce,Mobile,Domestic,Wallet,0
3207.67,2,24,6,Medium,2,E-commerce,Mobile,Domestic,Card,0
175.17,23,65,74,Low,3,E-commerce,Mobile,Domestic,Card,0
3076.09,20,50,111,Medium,6,In-App,Desktop,Domestic,Wallet,0
1960.63,1,26,104,Low,4,POS,Mobile,Domestic,Card,1
213.15,1,43,46,Low,3,In-App,Mobile,Domestic,UPI,0
1532.61,19,68,98,High,3,POS,Mobile,Domestic,UPI,0
1657.5,22,69,88,Low,4,In-App,Mobile,Domestic,Card,0
453.13,9,64,23,Low,2,E-commerce,Mobile,Domestic,Card,0
7282.99,19,58,20,Low,5,E-commerce,Desktop,Domestic,Wallet,0
4742.39,8,38,53,High,5,E-commerce,Mobile,Domestic,Wallet,0
2764.26,17,69,38,High,5,E-commerce,Mobile,Domestic,Card,1
1551.12,5,39,35,Low,4,In-App,Mobile,Domestic,Card,1
1326.57,19,50,34,Low,10,E-commerce,Desktop,Domestic,Card,0
2631.52,5,50,110,Medium,3,E-commerce,Mobile,Domestic,Card,1
1971.02,9,65,50,Low,4,E-commerce,Tablet,Domestic,Card,1
160.74,8,22,47,Medium,3,POS,Mobile,International,Card,0
1796.18,8,38,36,High,3,POS,Tablet,Domestic,Card,0
4104.95,2,44,16,Low,7,E-commerce,Mobile,Domestic,UPI,0
1536.95,11,58,87,High,2,E-commerce,Desktop,Domestic,Wallet,1
133.39,10,18,108,Low,3,POS,Mobile,Domestic,Card,0
3857.7,13,68,49,High,2,POS,Mobile,Domestic,UPI,1
562.12,18,33,65,Low,2,POS,Mobile,Domestic,UPI,0
748.11,9,52,63,Low,3,E-commerce,Mobile,Domestic,UPI,0
449.93,18,53,52,High,4,In-App,Mobile,Domestic,Card,1
1002.0,4,61,73,Low,2,POS,Mobile,International,Wallet,0
3534.18,21,49,76,Medium,3,E-commerce,Mobile,Domestic,Card,1
1831.73,8,46,60,Medium,4,E-commerce,Mobile,Domestic,Card,0
573.16,0,56,101,Medium,2,In-App,Mobile,Domestic,UPI,0
5255.86,14,64,17,Low,2,POS,Desktop,Domestic,Card,0
5291.96,23,40,67,Medium,5,POS,Desktop,Domestic,Card,0
5111.7,3,32,38,Low,3,POS,Desktop,Domestic,Card,1
682.14,6,43,29,Low,4,POS,Desktop,Domestic,Card,1
1500.23,5,54,31,Medium,4,POS,Mobile,Domestic,Card,0
10497.54,14,42,99,High,3,In-App,Desktop,Domestic,UPI,1
3696.16,5,19,59,Medium,1,E-commerce,Desktop,Domestic,Wallet,0
68.86,6,29,54,Low,4,E-commerce,Desktop,Domestic,Wallet,0
168.57,19,36,102,Medium,2,POS,Mobile,Domestic,Card,1
1558.73,21,49,53,High,2,E-commerce,Mobile,International,Card,0
5998.3,2,40,26,Low,1,E-commerce,Mobile,International,Card,1
1934.28,20,22,13,Low,1,E-commerce,Mobile,International,UPI,0
1721.95,12,42,117,Low,0,In-App,Mobile,Domestic,Wallet,1
278.65,1,52,57,Low,3,POS,Mobile,Domestic,Wallet,0
2673.46,2,46,19,Low,4,E-commerce,Mobile,Domestic,Card,0
4316.38,12,55,96,Low,3,In-App,Mobile,Domestic,Card,0
1196.78,8,62,111,Medium,4,E-commerce,Mobile,Domestic,Card,0
3735.94,21,37,27,Low,2,POS,Desktop,Domestic,Wallet,1
8343.91,18,64,103,High,2,In-App,Mobile,Domestic,Wallet,1
569.66,17,53,13,Low,3,E-commerce,Desktop,Domestic,Wallet,0
1852.33,4,69,52,Low,2,In-App,Desktop,Domestic,Card,1
846.17,9,24,98,Low,4,E-commerce,Tablet,Domestic,UPI,1
3935.83,13,39,64,High,1,POS,Mobile,Domestic,UPI,1
2154.47,20,35,58,Low,1,POS,Mobile,Domestic,Wallet,0
2516.79,16,38,19,Low,4,E-commerce,Mobile,Domestic,UPI,0
3997.66,2,39,83,Medium,1,E-commerce,Mobile,Domestic,Card,0
1260.33,6,56,3,Low,6,E-commerce,Mobile,Domestic,Card,0
6165.41,8,29,67,Medium,3,POS,Desktop,Domestic,Wallet,0
1903.72,4,28,26,Low,2,E-commerce,Tablet,Domestic,Card,1
429.8,3,29,6,Medium,1,POS,Desktop,Domestic,Card,1
